Timestamp,From_Bank,From_Account,To_Bank,To_Account,Amount_Paid,Payment_Currency,Amount_Received,Receiving_Currency,Payment_Format,Transaction_Type,Is_Laundering,PEP_Flag,Sanctions_Flag
2024-04-23 05:46:34,Bank_02,ACC-1063,Bank_05,EXT-9033,787.82,CAD,787.82,CAD,Credit Card,Withdrawal,0,0,0
2024-04-23 05:57:41,Bank_09,ACC-1118,Bank_07,EXT-9035,564.03,CAD,564.03,CAD,Credit Card,Deposit,0,0,0
2024-04-23 06:39:09,Bank_08,ACC-1229,Bank_12,EXT-9018,765.26,CAD,765.26,CAD,Credit Card,Deposit,0,0,0
2024-04-23 06:49:58,Bank_01,ACC-1161,Bank_05,EXT-9016,2671.04,CAD,2671.04,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-23 07:02:17,Bank_11,ACC-1183,Bank_12,EXT-9004,457.45,CAD,457.45,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-23 07:17:56,Bank_08,ACC-1060,Bank_10,EXT-9009,304.72,CAD,304.72,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 07:28:37,Bank_02,ACC-1256,Bank_07,EXT-9012,1832.15,CAD,1832.15,CAD,Credit Card,Deposit,0,0,0
2024-04-23 07:47:49,Bank_07,ACC-1240,Bank_04,EXT-9004,11.43,CAD,11.43,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 10:45:11,Bank_09,ACC-1000,Bank_10,EXT-9003,263.85,CAD,263.85,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-23 10:54:55,Bank_12,ACC-1144,Bank_09,EXT-9029,55.67,CAD,55.67,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 10:57:06,Bank_08,ACC-1121,Bank_04,EXT-9005,377.82,CAD,377.82,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-23 11:02:21,Bank_09,ACC-1012,Bank_05,EXT-9031,78.24,CAD,78.24,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 11:14:58,Bank_10,ACC-1159,Bank_05,EXT-9001,18.14,CAD,18.14,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-23 11:17:25,Bank_02,ACC-1186,Bank_02,EXT-9026,352.02,CAD,352.02,CAD,Debit Card,Deposit,0,0,0
2024-04-23 11:42:30,Bank_05,ACC-1295,Bank_05,EXT-9018,44.52,CAD,44.52,CAD,Debit Card,Deposit,0,0,0
2024-04-23 12:55:43,Bank_01,ACC-1030,Bank_01,EXT-9030,248.97,CAD,248.97,CAD,Debit Card,Deposit,0,0,0
2024-04-23 12:59:25,Bank_12,ACC-1065,Bank_01,EXT-9008,222.7,CAD,222.7,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-23 13:09:00,Bank_08,ACC-1170,Bank_07,EXT-9030,114.41,CAD,114.41,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 14:00:26,Bank_03,ACC-1080,Bank_12,EXT-9029,2274.99,CAD,2274.99,CAD,Bank Transfer,Deposit,0,0,0
2024-04-23 15:10:21,Bank_02,ACC-1288,Bank_10,EXT-9032,342.54,CAD,342.54,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 15:17:26,Bank_10,ACC-1008,Bank_02,EXT-9027,100.33,CAD,100.33,CAD,Debit Card,Deposit,0,0,0
2024-04-23 15:26:29,Bank_10,ACC-1060,Bank_04,EXT-9018,268.32,CAD,268.32,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-23 15:31:07,Bank_07,ACC-1000,Bank_09,EXT-9030,853.22,CAD,853.22,CAD,Credit Card,Deposit,0,0,0
2024-04-23 16:32:56,Bank_08,ACC-1289,Bank_03,EXT-9024,792.75,CAD,792.75,CAD,Credit Card,Withdrawal,0,0,0
2024-04-23 16:33:39,Bank_01,ACC-1085,Bank_08,EXT-9001,45.27,CAD,45.27,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-23 16:51:04,Bank_04,ACC-1157,Bank_05,EXT-9010,48.51,CAD,48.51,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 16:57:26,Bank_02,ACC-1162,Bank_12,EXT-9030,36.24,CAD,36.24,CAD,Debit Card,Deposit,0,0,0
2024-04-23 17:01:58,Bank_06,ACC-1145,Bank_06,EXT-9031,82.79,CAD,82.79,CAD,Crypto,Deposit,0,0,0
2024-04-23 17:16:51,Bank_05,ACC-1275,Bank_09,EXT-9011,327.41,CAD,327.41,CAD,Credit Card,Deposit,0,0,0
2024-04-23 17:36:34,Bank_03,ACC-1196,Bank_03,EXT-9027,124.2,CAD,124.2,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-23 17:37:01,Bank_10,ACC-1200,Bank_05,EXT-9002,950.29,CAD,950.29,CAD,Interac e-Transfer,Deposit,0,1,0
2024-04-23 18:50:27,Bank_12,ACC-1295,Bank_12,EXT-9030,644.02,CAD,644.02,CAD,Debit Card,Deposit,0,0,0
2024-04-23 18:53:29,Bank_10,ACC-1243,Bank_04,EXT-9021,254.99,CAD,254.99,CAD,Credit Card,Withdrawal,0,0,0
2024-04-23 19:01:48,Bank_08,ACC-1063,Bank_05,EXT-9002,869.24,CAD,869.24,CAD,Credit Card,Deposit,0,0,0
2024-04-23 19:06:41,Bank_12,ACC-1101,Bank_01,EXT-9031,100.17,CAD,100.17,CAD,Crypto,Deposit,0,1,0
2024-04-23 19:59:37,Bank_07,ACC-1111,Bank_01,EXT-9026,906.46,CAD,906.46,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-23 20:11:30,Bank_06,ACC-1172,Bank_01,EXT-9034,44.33,CAD,44.33,CAD,Credit Card,Deposit,0,0,0
2024-04-23 20:19:06,Bank_08,ACC-1155,Bank_02,EXT-9020,180.39,CAD,180.39,CAD,Credit Card,Deposit,0,0,0
2024-04-23 20:45:34,Bank_10,ACC-1061,Bank_01,EXT-9033,387.5,CAD,387.5,CAD,Bank Transfer,Deposit,0,0,0
2024-04-23 22:06:48,Bank_03,ACC-1134,Bank_02,EXT-9002,697.37,CAD,697.37,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-23 22:14:27,Bank_11,ACC-1230,Bank_12,EXT-9006,260.27,CAD,260.27,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-23 22:42:56,Bank_09,ACC-1078,Bank_06,EXT-9009,324.83,CAD,324.83,CAD,Crypto,Withdrawal,0,0,0
2024-04-23 23:12:14,Bank_06,ACC-1190,Bank_04,EXT-9019,303.75,CAD,303.75,CAD,Crypto,Deposit,0,0,0
2024-04-23 23:21:12,Bank_11,ACC-1179,Bank_10,EXT-9028,207.93,CAD,207.93,CAD,Debit Card,Deposit,0,0,0
2024-04-24 00:00:00,Bank_09,ACC-1074,Bank_04,EXT-9024,4830.16,CAD,4830.16,CAD,Bank Transfer,Withdrawal,1,0,0
2024-04-24 00:11:10,Bank_10,ACC-1055,Bank_09,EXT-9001,361.95,CAD,361.95,CAD,Debit Card,Deposit,0,0,0
2024-04-24 00:37:31,Bank_05,ACC-1110,Bank_04,EXT-9010,124.18,CAD,124.18,CAD,Crypto,Deposit,0,0,0
2024-04-24 00:50:55,Bank_01,ACC-1191,Bank_09,EXT-9005,52.66,CAD,52.66,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 01:46:30,Bank_10,ACC-1253,Bank_12,EXT-9031,372.55,CAD,372.55,CAD,Credit Card,Deposit,0,0,0
2024-04-24 01:47:37,Bank_06,ACC-1292,Bank_07,EXT-9021,305.32,CAD,305.32,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 02:00:00,Bank_04,ACC-1271,Bank_11,EXT-9006,9597.86,CAD,9597.86,CAD,Interac e-Transfer,Deposit,1,0,0
2024-04-24 03:04:06,Bank_08,ACC-1149,Bank_10,EXT-9007,1013.97,CAD,1013.97,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 03:55:51,Bank_07,ACC-1077,Bank_08,EXT-9014,69.1,CAD,69.1,CAD,Prepaid Card,Deposit,0,0,0
2024-04-24 04:00:48,Bank_01,ACC-1216,Bank_12,EXT-9010,356.41,CAD,356.41,CAD,Credit Card,Deposit,0,0,0
2024-04-24 04:25:14,Bank_08,ACC-1090,Bank_04,EXT-9000,69.62,CAD,69.62,CAD,Interac e-Transfer,Deposit,0,1,0
2024-04-24 04:42:12,Bank_06,ACC-1255,Bank_03,EXT-9014,575.37,CAD,575.37,CAD,Credit Card,Withdrawal,0,0,0
2024-04-24 05:05:15,Bank_04,ACC-1030,Bank_09,EXT-9001,512.51,CAD,512.51,CAD,Credit Card,Withdrawal,0,0,0
2024-04-24 06:16:29,Bank_08,ACC-1133,Bank_02,EXT-9008,739.52,CAD,739.52,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 06:17:27,Bank_08,ACC-1102,Bank_12,EXT-9009,181.76,CAD,181.76,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-24 06:24:51,Bank_11,ACC-1222,Bank_11,EXT-9009,231.67,CAD,231.67,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-24 07:21:28,Bank_06,ACC-1299,Bank_10,EXT-9027,106.82,CAD,106.82,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 07:58:53,Bank_01,ACC-1099,Bank_12,EXT-9015,182.7,CAD,182.7,CAD,Crypto,Deposit,0,0,0
2024-04-24 08:27:03,Bank_11,ACC-1187,Bank_04,EXT-9037,2439.78,CAD,2439.78,CAD,Crypto,Deposit,0,0,0
2024-04-24 09:35:53,Bank_06,ACC-1254,Bank_05,EXT-9021,185.55,CAD,185.55,CAD,Prepaid Card,Deposit,0,0,0
2024-04-24 09:56:00,Bank_04,ACC-1089,Bank_09,EXT-9025,1257.86,CAD,1257.86,CAD,Credit Card,Deposit,1,0,0
2024-04-24 09:57:11,Bank_12,ACC-1161,Bank_10,EXT-9010,74.82,CAD,74.82,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 09:57:12,Bank_07,ACC-1087,Bank_10,EXT-9027,322.73,CAD,322.73,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-24 10:00:00,Bank_10,ACC-1271,Bank_06,EXT-9008,9346.97,CAD,9346.97,CAD,Credit Card,Deposit,1,0,0
2024-04-24 10:03:48,Bank_11,ACC-1145,Bank_02,EXT-9007,522.22,CAD,522.22,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-24 10:18:51,Bank_10,ACC-1256,Bank_07,EXT-9009,218.04,CAD,218.04,CAD,Crypto,Deposit,0,0,0
2024-04-24 10:42:46,Bank_07,ACC-1282,Bank_06,EXT-9034,152.31,CAD,152.31,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 10:54:00,Bank_04,ACC-1089,Bank_09,EXT-9026,2822.29,CAD,2822.29,CAD,Debit Card,Deposit,1,0,0
2024-04-24 11:00:00,Bank_07,ACC-1089,Bank_05,EXT-9005,979.78,CAD,979.78,CAD,Debit Card,Deposit,1,0,0
2024-04-24 11:32:43,Bank_09,ACC-1206,Bank_02,EXT-9037,86.39,CAD,86.39,CAD,Debit Card,Withdrawal,0,0,0
2024-04-24 11:36:00,Bank_02,ACC-1089,Bank_05,EXT-9016,1687.94,CAD,1687.94,CAD,Credit Card,Deposit,1,0,0
2024-04-24 11:44:14,Bank_07,ACC-1094,Bank_07,EXT-9013,140.42,CAD,140.42,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-24 11:51:00,Bank_07,ACC-1089,Bank_09,EXT-9031,2653.74,CAD,2653.74,CAD,Debit Card,Deposit,1,0,0
2024-04-24 12:00:00,Bank_07,ACC-1089,Bank_02,EXT-9036,1076.9,CAD,1076.9,CAD,Credit Card,Deposit,1,0,0
2024-04-24 12:09:00,Bank_11,ACC-1089,Bank_01,EXT-9031,1061.93,CAD,1061.93,CAD,Credit Card,Deposit,1,0,0
2024-04-24 12:20:00,Bank_10,ACC-1089,Bank_06,EXT-9021,872.72,CAD,872.72,CAD,Credit Card,Deposit,1,0,0
2024-04-24 12:35:00,Bank_06,ACC-1089,Bank_08,EXT-9015,1792.35,CAD,1792.35,CAD,Debit Card,Deposit,1,0,0
2024-04-24 12:38:48,Bank_04,ACC-1042,Bank_02,EXT-9008,232.45,CAD,232.45,CAD,Credit Card,Withdrawal,0,0,0
2024-04-24 12:55:00,Bank_10,ACC-1089,Bank_02,EXT-9006,2796.1,CAD,2796.1,CAD,Credit Card,Deposit,1,0,0
2024-04-24 13:02:18,Bank_10,ACC-1154,Bank_05,EXT-9039,227.99,CAD,227.99,CAD,Prepaid Card,Deposit,0,0,0
2024-04-24 13:17:43,Bank_11,ACC-1122,Bank_05,EXT-9039,86.03,CAD,86.03,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-24 13:20:05,Bank_11,ACC-1108,Bank_06,EXT-9017,648.5,CAD,648.5,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-24 13:44:03,Bank_12,ACC-1076,Bank_06,EXT-9034,584.89,CAD,584.89,CAD,Debit Card,Deposit,0,0,0
2024-04-24 13:54:32,Bank_08,ACC-1149,Bank_05,EXT-9000,220.65,CAD,220.65,CAD,Debit Card,Deposit,0,0,0
2024-04-24 14:21:42,Bank_03,ACC-1101,Bank_01,EXT-9028,306.6,CAD,306.6,CAD,Prepaid Card,Deposit,0,1,0
2024-04-24 14:51:22,Bank_05,ACC-1252,Bank_09,EXT-9039,29.73,CAD,29.73,CAD,Debit Card,Deposit,0,0,0
2024-04-24 15:01:16,Bank_11,ACC-1099,Bank_11,EXT-9039,795.49,CAD,795.49,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-24 15:05:30,Bank_07,ACC-1235,Bank_06,EXT-9022,34.78,CAD,34.78,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 16:13:21,Bank_08,ACC-1259,Bank_11,EXT-9018,232.61,CAD,232.61,CAD,Debit Card,Deposit,0,0,0
2024-04-24 16:26:05,Bank_11,ACC-1287,Bank_12,EXT-9033,78.24,CAD,78.24,CAD,Credit Card,Deposit,0,0,0
2024-04-24 16:51:02,Bank_03,ACC-1296,Bank_02,EXT-9018,378.52,CAD,378.52,CAD,Crypto,Deposit,0,0,0
2024-04-24 16:58:11,Bank_08,ACC-1050,Bank_10,EXT-9004,235.35,CAD,235.35,CAD,Debit Card,Deposit,0,0,0
2024-04-24 17:00:00,Bank_02,ACC-1221,Bank_09,EXT-9000,8715.5,CAD,8715.5,CAD,Credit Card,Deposit,1,0,0
2024-04-24 17:04:59,Bank_11,ACC-1253,Bank_09,EXT-9002,453.63,CAD,453.63,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 17:07:34,Bank_05,ACC-1221,Bank_11,EXT-9018,92.09,CAD,92.09,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-24 17:36:38,Bank_09,ACC-1167,Bank_12,EXT-9015,330.54,CAD,330.54,CAD,Prepaid Card,Deposit,0,0,0
2024-04-24 18:00:00,Bank_07,ACC-1221,Bank_03,EXT-9002,8221.32,CAD,8221.32,CAD,Crypto,Withdrawal,1,0,0
2024-04-24 18:02:14,Bank_04,ACC-1020,Bank_03,EXT-9006,193.42,CAD,193.42,CAD,Crypto,Withdrawal,0,0,0
2024-04-24 18:23:59,Bank_06,ACC-1202,Bank_02,EXT-9033,139.71,CAD,139.71,CAD,Debit Card,Deposit,0,0,0
2024-04-24 18:25:18,Bank_10,ACC-1199,Bank_04,EXT-9026,1599.0,CAD,1599.0,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-24 18:40:30,Bank_07,ACC-1243,Bank_10,EXT-9006,67.53,CAD,67.53,CAD,Prepaid Card,Deposit,0,0,0
2024-04-24 18:57:18,Bank_02,ACC-1009,Bank_03,EXT-9017,44.58,CAD,44.58,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 19:01:04,Bank_08,ACC-1216,Bank_02,EXT-9022,204.83,CAD,204.83,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-24 19:25:50,Bank_01,ACC-1244,Bank_02,EXT-9020,46670.62,CAD,46670.62,CAD,Crypto,Withdrawal,1,0,0
2024-04-24 20:02:56,Bank_03,ACC-1285,Bank_10,EXT-9003,268.31,CAD,268.31,CAD,Credit Card,Deposit,0,0,0
2024-04-24 20:26:18,Bank_11,ACC-1043,Bank_11,EXT-9015,187.99,CAD,187.99,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-24 20:50:37,Bank_11,ACC-1020,Bank_05,EXT-9003,308.86,CAD,308.86,CAD,Debit Card,Deposit,0,0,0
2024-04-24 21:23:08,Bank_05,ACC-1110,Bank_10,EXT-9013,2534.74,CAD,2534.74,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 21:27:29,Bank_09,ACC-1062,Bank_03,EXT-9018,802.42,CAD,802.42,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-24 22:12:15,Bank_07,ACC-1201,Bank_03,EXT-9015,62.91,CAD,62.91,CAD,Debit Card,Deposit,0,0,0
2024-04-24 22:15:14,Bank_10,ACC-1045,Bank_10,EXT-9009,326.16,CAD,326.16,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-24 22:54:40,Bank_08,ACC-1081,Bank_01,EXT-9031,326.98,CAD,326.98,CAD,Bank Transfer,Deposit,0,0,0
2024-04-24 23:23:13,Bank_08,ACC-1176,Bank_01,EXT-9007,228.2,CAD,228.2,CAD,Crypto,Deposit,0,0,0
2024-04-24 23:27:37,Bank_05,ACC-1148,Bank_06,EXT-9010,34.12,CAD,34.12,CAD,Credit Card,Deposit,0,0,0
2024-04-25 00:52:59,Bank_04,ACC-1068,Bank_11,EXT-9006,48.38,CAD,48.38,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-25 00:59:40,Bank_05,ACC-1074,Bank_12,EXT-9019,788.03,CAD,788.03,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 01:00:00,Bank_10,ACC-1271,Bank_04,EXT-9009,9788.6,CAD,9788.6,CAD,Credit Card,Deposit,1,0,0
2024-04-25 01:15:59,Bank_02,ACC-1251,Bank_05,EXT-9032,367.28,CAD,367.28,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 01:16:41,Bank_12,ACC-1032,Bank_03,EXT-9005,176.51,CAD,176.51,CAD,Debit Card,Deposit,0,0,0
2024-04-25 01:17:26,Bank_07,ACC-1053,Bank_07,EXT-9027,203.01,CAD,203.01,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 01:32:30,Bank_11,ACC-1260,Bank_08,EXT-9000,122.18,CAD,122.18,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-25 02:28:36,Bank_03,ACC-1098,Bank_02,EXT-9001,160.36,CAD,160.36,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 03:05:45,Bank_01,ACC-1200,Bank_11,EXT-9018,240.61,CAD,240.61,CAD,Bank Transfer,Deposit,0,1,0
2024-04-25 03:47:23,Bank_09,ACC-1140,Bank_08,EXT-9021,43.19,CAD,43.19,CAD,Crypto,Withdrawal,0,0,0
2024-04-25 04:01:32,Bank_12,ACC-1108,Bank_11,EXT-9011,61.61,CAD,61.61,CAD,Credit Card,Withdrawal,0,0,0
2024-04-25 04:30:19,Bank_06,ACC-1162,Bank_11,EXT-9002,113.71,CAD,113.71,CAD,Debit Card,Deposit,0,0,0
2024-04-25 05:17:50,Bank_11,ACC-1066,Bank_12,EXT-9027,479.2,CAD,479.2,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 05:24:03,Bank_07,ACC-1280,Bank_09,EXT-9028,86.44,CAD,86.44,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 06:16:00,Bank_07,ACC-1291,Bank_01,EXT-9033,122.72,CAD,122.72,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-25 06:20:04,Bank_09,ACC-1277,Bank_05,EXT-9027,188.4,CAD,188.4,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 06:37:41,Bank_12,ACC-1270,Bank_12,EXT-9021,329.62,CAD,329.62,CAD,Debit Card,Deposit,0,0,0
2024-04-25 06:56:35,Bank_05,ACC-1047,Bank_02,EXT-9036,638.3,CAD,638.3,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 07:03:58,Bank_08,ACC-1062,Bank_06,EXT-9004,113.7,CAD,113.7,CAD,Credit Card,Withdrawal,0,0,0
2024-04-25 07:14:50,Bank_05,ACC-1271,Bank_11,EXT-9023,399.66,CAD,399.66,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 07:19:38,Bank_08,ACC-1087,Bank_09,EXT-9035,190.59,CAD,190.59,CAD,Credit Card,Deposit,0,0,0
2024-04-25 07:46:59,Bank_07,ACC-1046,Bank_05,EXT-9018,186.67,CAD,186.67,CAD,Credit Card,Deposit,0,0,0
2024-04-25 07:57:47,Bank_03,ACC-1289,Bank_06,EXT-9003,520.54,CAD,520.54,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 08:17:28,Bank_06,ACC-1095,Bank_01,EXT-9027,759.04,CAD,759.04,CAD,Debit Card,Deposit,0,0,0
2024-04-25 08:28:25,Bank_06,ACC-1091,Bank_07,EXT-9024,103.63,CAD,103.63,CAD,Credit Card,Deposit,1,0,1
2024-04-25 08:32:41,Bank_11,ACC-1060,Bank_10,EXT-9033,351.94,CAD,351.94,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 08:39:07,Bank_11,ACC-1151,Bank_10,EXT-9011,679.41,CAD,679.41,CAD,Credit Card,Deposit,0,1,0
2024-04-25 08:45:08,Bank_05,ACC-1289,Bank_01,EXT-9001,48.29,CAD,48.29,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-25 08:55:37,Bank_09,ACC-1044,Bank_06,EXT-9020,76.44,CAD,76.44,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 09:08:56,Bank_08,ACC-1194,Bank_12,EXT-9028,136.59,CAD,136.59,CAD,Interac e-Transfer,Withdrawal,0,0,0
2024-04-25 09:29:02,Bank_06,ACC-1170,Bank_04,EXT-9005,117.43,CAD,117.43,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-25 09:34:55,Bank_12,ACC-1013,Bank_08,EXT-9010,33.86,CAD,33.86,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 09:50:01,Bank_12,ACC-1272,Bank_08,EXT-9019,38.05,CAD,38.05,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 10:00:00,Bank_07,ACC-1218,Bank_12,EXT-9024,9233.97,CAD,9233.97,CAD,Interac e-Transfer,Deposit,1,0,0
2024-04-25 10:10:27,Bank_11,ACC-1094,Bank_08,EXT-9010,45.85,CAD,45.85,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 10:13:54,Bank_11,ACC-1036,Bank_07,EXT-9022,186.72,CAD,186.72,CAD,Crypto,Deposit,0,0,0
2024-04-25 10:18:48,Bank_01,ACC-1191,Bank_05,EXT-9000,82.0,CAD,82.0,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 11:00:00,Bank_12,ACC-1020,Bank_03,EXT-9034,5419.55,CAD,5419.55,CAD,Interac e-Transfer,Deposit,1,0,0
2024-04-25 11:04:36,Bank_12,ACC-1215,Bank_05,EXT-9013,317.59,CAD,317.59,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 12:00:00,Bank_11,ACC-1020,Bank_09,EXT-9022,5082.5,CAD,5082.5,CAD,Crypto,Withdrawal,1,0,0
2024-04-25 12:12:54,Bank_09,ACC-1210,Bank_07,EXT-9002,619.12,CAD,619.12,CAD,Credit Card,Withdrawal,0,0,0
2024-04-25 12:41:19,Bank_01,ACC-1252,Bank_08,EXT-9031,440.21,CAD,440.21,CAD,Crypto,Withdrawal,0,0,0
2024-04-25 13:00:00,Bank_03,ACC-1218,Bank_01,EXT-9015,9074.19,CAD,9074.19,CAD,Interac e-Transfer,Deposit,1,0,0
2024-04-25 13:00:00,Bank_11,ACC-1122,Bank_07,EXT-9012,5484.88,CAD,5484.88,CAD,Credit Card,Deposit,1,0,0
2024-04-25 13:39:34,Bank_09,ACC-1295,Bank_06,EXT-9001,186.63,CAD,186.63,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 13:53:17,Bank_03,ACC-1145,Bank_08,EXT-9022,4082.43,CAD,4082.43,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 14:00:00,Bank_03,ACC-1122,Bank_06,EXT-9006,5055.61,CAD,5055.61,CAD,Crypto,Withdrawal,1,0,0
2024-04-25 14:48:53,Bank_03,ACC-1156,Bank_09,EXT-9016,109.49,CAD,109.49,CAD,Crypto,Deposit,0,0,0
2024-04-25 14:51:30,Bank_07,ACC-1269,Bank_08,EXT-9033,165.59,CAD,165.59,CAD,Bank Transfer,Deposit,0,0,0
2024-04-25 15:17:11,Bank_03,ACC-1133,Bank_05,EXT-9027,350.93,CAD,350.93,CAD,Crypto,Deposit,0,0,0
2024-04-25 15:26:48,Bank_04,ACC-1299,Bank_08,EXT-9035,238.5,CAD,238.5,CAD,Credit Card,Deposit,0,0,0
2024-04-25 15:28:57,Bank_02,ACC-1257,Bank_12,EXT-9024,67.31,CAD,67.31,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-25 15:33:53,Bank_05,ACC-1239,Bank_09,EXT-9019,332.06,CAD,332.06,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 15:40:06,Bank_09,ACC-1104,Bank_08,EXT-9020,101.15,CAD,101.15,CAD,Bank Transfer,Deposit,0,0,0
2024-04-25 15:49:40,Bank_05,ACC-1003,Bank_10,EXT-9026,174.61,CAD,174.61,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 16:01:33,Bank_05,ACC-1289,Bank_01,EXT-9009,177.44,CAD,177.44,CAD,Debit Card,Withdrawal,0,0,0
2024-04-25 16:17:00,Bank_02,ACC-1274,Bank_12,EXT-9023,129.76,CAD,129.76,CAD,Crypto,Deposit,0,0,0
2024-04-25 16:23:01,Bank_12,ACC-1079,Bank_02,EXT-9028,221.66,CAD,221.66,CAD,Bank Transfer,Withdrawal,0,0,0
2024-04-25 17:05:55,Bank_10,ACC-1217,Bank_03,EXT-9010,520.74,CAD,520.74,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-25 17:23:00,Bank_09,ACC-1098,Bank_09,EXT-9011,238.07,CAD,238.07,CAD,Bank Transfer,Deposit,0,0,0
2024-04-25 17:54:43,Bank_03,ACC-1115,Bank_12,EXT-9008,1048.43,CAD,1048.43,CAD,Bank Transfer,Deposit,0,0,0
2024-04-25 19:17:23,Bank_02,ACC-1248,Bank_08,EXT-9011,121.14,CAD,121.14,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 19:21:48,Bank_02,ACC-1299,Bank_08,EXT-9008,157.59,CAD,157.59,CAD,Debit Card,Deposit,0,0,0
2024-04-25 20:07:17,Bank_05,ACC-1043,Bank_06,EXT-9015,425.95,CAD,425.95,CAD,Interac e-Transfer,Deposit,0,0,0
2024-04-25 20:47:57,Bank_09,ACC-1260,Bank_11,EXT-9009,300.49,CAD,300.49,CAD,Credit Card,Withdrawal,0,0,0
2024-04-25 20:58:25,Bank_10,ACC-1110,Bank_04,EXT-9027,175.19,CAD,175.19,CAD,Prepaid Card,Withdrawal,0,0,0
2024-04-25 20:58:54,Bank_06,ACC-1161,Bank_09,EXT-9027,998.86,CAD,998.86,CAD,Prepaid Card,Deposit,0,0,0
2024-04-25 21:25:53,Bank_06,ACC-1066,Bank_11,EXT-9037,58.63,CAD,58.63,CAD,Crypto,Withdrawal,0,0,0
2024-04-25 21:33:23,Bank_09,ACC-1244,Bank_06,EXT-9028,112.83,CAD,112.83,CAD,Prepaid Card,Deposit,0,0,0
